0
"(1774321500, 4430.44, 4431.44, 4428.23, 4430.14, 412, 12, 0)"
"(1774321560, 4430.29, 4434.18, 4428.45, 4430.2, 459, 12, 0)"
"(1774321620, 4430.27, 4434.19, 4428.48, 4432.84, 398, 12, 0)"
"(1774321680, 4432.85, 4436.37, 4432.25, 4434.58, 385, 12, 0)"
"(1774321740, 4434.37, 4435.7, 4432.87, 4433.48, 368, 12, 0)"
"(1774321800, 4433.5, 4435.26, 4431.92, 4433.04, 359, 12, 0)"
"(1774321860, 4432.98, 4436.43, 4432.57, 4434.41, 340, 12, 0)"
"(1774321920, 4434.45, 4435.32, 4427.26, 4427.71, 425, 12, 0)"
"(1774321980, 4427.7, 4430.6, 4426.39, 4428.43, 421, 12, 0)"
"(1774322040, 4428.32, 4428.92, 4420.21, 4422.24, 468, 12, 0)"
"(1774322100, 4422.3, 4423.56, 4414.12, 4418.72, 518, 12, 0)"
"(1774322160, 4418.73, 4419.97, 4412.85, 4413.17, 508, 12, 0)"
"(1774322220, 4413.2, 4413.21, 4405.19, 4405.49, 557, 12, 0)"
"(1774322280, 4405.52, 4409.75, 4401.76, 4406.78, 495, 12, 0)"
"(1774322340, 4406.79, 4412.86, 4405.2, 4411.84, 448, 12, 0)"
"(1774322400, 4411.81, 4412., 4403.28, 4405.23, 533, 12, 0)"
"(1774322460, 4405.25, 4411.28, 4404.49, 4410.61, 465, 12, 0)"
"(1774322520, 4410.62, 4412.19, 4408., 4408.13, 467, 12, 0)"
"(1774322580, 4408.15, 4410.25, 4404.77, 4405.51, 421, 12, 0)"
"(1774322640, 4405.52, 4411.26, 4405.51, 4406.15, 344, 12, 0)"
"(1774322700, 4406.15, 4406.94, 4403.6, 4406.3, 340, 12, 0)"
"(1774322760, 4406.29, 4409.19, 4395.46, 4396.39, 530, 12, 0)"
"(1774322820, 4396.69, 4397.98, 4379.38, 4384.64, 628, 12, 0)"
"(1774322880, 4384.62, 4388.37, 4368.56, 4377.42, 638, 12, 0)"
"(1774322940, 4377.49, 4382.63, 4377.23, 4378.01, 543, 12, 0)"
"(1774323000, 4378.13, 4385.45, 4377.96, 4382.1, 470, 12, 0)"
"(1774323060, 4381.97, 4387.29, 4381.24, 4386.83, 508, 12, 0)"
"(1774323120, 4386.61, 4387.34, 4373.78, 4375.75, 589, 12, 0)"
"(1774323180, 4375.78, 4375.87, 4365.01, 4365.28, 512, 12, 0)"
"(1774323240, 4365.02, 4373.99, 4355.83, 4371.21, 623, 12, 0)"
"(1774323300, 4371.76, 4372.54, 4366.11, 4369.08, 532, 12, 0)"
"(1774323360, 4369.13, 4377.02, 4368.93, 4375.67, 477, 12, 0)"
"(1774323420, 4375.59, 4376.03, 4367.33, 4373.3, 397, 12, 0)"
"(1774323480, 4373.26, 4373.26, 4360.34, 4360.36, 505, 12, 0)"
"(1774323540, 4360.33, 4361.34, 4335.77, 4349.34, 653, 12, 0)"
"(1774323600, 4353.49, 4353.49, 4331.56, 4342.48, 653, 12, 0)"
"(1774323660, 4342.47, 4349.76, 4342.38, 4347.43, 608, 12, 0)"
"(1774323720, 4347.73, 4352.7, 4346.73, 4348.11, 615, 12, 0)"
"(1774323780, 4348.12, 4348.14, 4340.87, 4343.13, 552, 12, 0)"
"(1774323840, 4343.03, 4345.18, 4336.95, 4344.34, 616, 12, 0)"
"(1774323900, 4344.43, 4354.38, 4343.24, 4353.95, 524, 12, 0)"
"(1774323960, 4353.86, 4361.8, 4353.85, 4358.96, 580, 12, 0)"
"(1774324020, 4358.07, 4367.73, 4357.87, 4367.02, 549, 12, 0)"
"(1774324080, 4366.9, 4370.29, 4364.27, 4364.56, 511, 12, 0)"
"(1774324140, 4364.55, 4369.59, 4363.27, 4366.62, 560, 12, 0)"
"(1774324200, 4366.24, 4373.19, 4365.55, 4370.01, 509, 12, 0)"
"(1774324260, 4369.21, 4374.15, 4366.97, 4372.23, 452, 12, 0)"
"(1774324320, 4372.16, 4374.72, 4370.48, 4371.83, 434, 12, 0)"
"(1774324380, 4371.86, 4386.59, 4371.56, 4383.89, 547, 12, 0)"
"(1774324440, 4383.9, 4383.99, 4379.52, 4381.51, 438, 12, 0)"
"(1774324500, 4381.68, 4386.07, 4381.02, 4382.61, 426, 12, 0)"
"(1774324560, 4382.62, 4382.91, 4372.89, 4375.4, 494, 12, 0)"
"(1774324620, 4375.34, 4377.15, 4371.63, 4372.53, 487, 12, 0)"
"(1774324680, 4372.52, 4372.78, 4363.27, 4369.8, 471, 12, 0)"
"(1774324740, 4369.75, 4374.68, 4364.59, 4364.78, 524, 12, 0)"
"(1774324800, 4364.74, 4372.18, 4361.06, 4362.38, 712, 12, 0)"
"(1774324860, 4362.39, 4372.59, 4354.04, 4372.36, 712, 12, 0)"
"(1774324920, 4372.49, 4374.18, 4360.35, 4361.26, 690, 12, 0)"
"(1774324980, 4361.25, 4365.05, 4354.64, 4360.72, 671, 12, 0)"
"(1774325040, 4360.7, 4362.58, 4354.05, 4356.23, 674, 12, 0)"
"(1774325100, 4356.22, 4361.92, 4351.68, 4356.32, 618, 12, 0)"
"(1774325160, 4356.56, 4362.11, 4355.89, 4362.11, 608, 12, 0)"
"(1774325220, 4361.94, 4365.02, 4354.11, 4354.11, 574, 12, 0)"
"(1774325280, 4353.69, 4356.24, 4345.61, 4347.63, 665, 12, 0)"
"(1774325340, 4347.58, 4349.14, 4342.48, 4343.36, 646, 12, 0)"
"(1774325400, 4343.39, 4356.38, 4343.07, 4355.7, 676, 12, 0)"
"(1774325460, 4355.87, 4360.36, 4355.27, 4359.94, 632, 12, 0)"
"(1774325520, 4359.96, 4362.72, 4348.34, 4351.96, 634, 12, 0)"
"(1774325580, 4351.99, 4354.29, 4341.29, 4343.11, 649, 12, 0)"
"(1774325640, 4343.27, 4344.65, 4328.51, 4331.4, 637, 12, 0)"
"(1774325700, 4331.41, 4343.15, 4331.19, 4336.53, 653, 12, 0)"
"(1774325760, 4336.93, 4341.14, 4334.15, 4336.68, 626, 12, 0)"
"(1774325820, 4336.57, 4341.5, 4332.24, 4339.45, 618, 12, 0)"
"(1774325880, 4339.49, 4348.9, 4338.29, 4339.82, 646, 12, 0)"
"(1774325940, 4339.8, 4348.35, 4338.49, 4346.67, 669, 12, 0)"
"(1774326000, 4346.64, 4356.56, 4346.6, 4354.11, 640, 12, 0)"
"(1774326060, 4354.34, 4357.61, 4352.34, 4356.74, 583, 12, 0)"
